,SubDivName,medianPrSqFt_2000,medianHage_2000,medianHPrice_2000,medianPrSqFt_2005,medianHage_2005,medianHPrice_2005,medianPrSqFt_2010,medianHage_2010,medianHPrice_2010,medianPrSqFt_2015,medianHage_2015,medianHPrice_2015,medianPrSqFt_2020,medianHage_2020,medianHPrice_2020,subDivAge_2000,subDivAge_2005,subDivAge_2010,subDivAge_2015,subDivAge_2020
680,SLOANS GARDEN LANE,60.0,16.5,75301.5,60.0,21.5,75301.5,84.949,26.5,108418.5,83.0,31.5,104201.0,134.5,36.5,171135.0,17.0,22.0,27.0,32.0,37.0
681,SMITH & HARWOOD,66.0,35.0,101621.0,63.0,39.5,105886.0,72.156,44.5,119596.0,56.5,49.5,98370.5,92.5,54.0,141255.5,46.0,51.0,56.0,61.0,66.0
682,SOMERSET PLACE,96.0,2.0,22000.0,94.0,5.0,123033.5,111.39299999999999,10.0,151434.0,112.0,15.0,150299.0,141.5,20.0,188387.0,2.0,7.0,12.0,17.0,22.0
683,SOMERSET PLACE TOWNHOMES,91.0,1.0,14000.0,87.0,3.0,114088.5,94.74000000000001,8.0,137169.0,85.0,13.0,122699.0,118.0,18.0,170598.0,2.0,7.0,12.0,17.0,22.0
684,SOMERSET SPRING,95.0,3.0,120103.0,95.0,8.0,120103.0,117.43700000000001,13.0,147951.0,110.0,18.0,138525.0,154.0,23.0,194026.0,2.0,7.0,12.0,17.0,22.0
685,SOUTH BLOODWORTH,35.0,70.0,23392.5,82.0,0.0,93027.0,115.23599999999999,5.0,142349.0,184.0,10.0,235085.0,292.0,15.0,348046.0,void,1.0,6.0,11.0,16.0
686,SOUTH EAST STREET TOWNHOMES,71.5,10.0,68152.0,71.5,15.0,68152.0,76.60300000000001,20.0,76051.0,69.5,25.0,66275.5,177.5,30.0,191740.5,10.0,15.0,20.0,25.0,30.0
687,SOUTH SIX FORKS,80.5,29.0,130369.0,80.0,34.0,130603.0,114.2115,39.0,184911.5,117.5,44.0,189055.5,161.0,49.0,253124.5,31.0,36.0,41.0,46.0,51.0
688,SOUTH SIX FORKS,80.5,29.0,130369.0,80.0,34.0,130603.0,114.2115,39.0,184911.5,117.5,44.0,189055.5,161.0,49.0,253124.5,31.0,36.0,41.0,46.0,51.0
689,SOUTHERN WINDS TOWNHOMES,69.0,15.0,78246.0,69.0,20.0,78246.0,80.714,25.0,92175.0,96.0,30.0,110096.0,104.0,35.0,118262.0,15.0,20.0,25.0,30.0,35.0
690,SPRING GARDEN TOWNHOMES,67.0,24.0,98478.0,65.0,29.0,98478.0,76.717,34.0,116350.0,73.0,39.0,110355.0,112.0,44.0,165928.0,22.0,27.0,32.0,37.0,42.0
691,SPRING HILL,134.5,26.0,380948.5,130.5,31.0,398323.0,201.32,36.0,577364.5,196.0,41.0,609516.5,225.0,44.0,725069.0,32.0,37.0,42.0,47.0,52.0
692,SPRING PINES,75.0,8.0,116342.0,74.0,13.0,117455.0,91.07150000000001,17.5,147634.0,91.0,22.5,148091.5,124.0,27.5,195592.5,14.0,19.0,24.0,29.0,34.0
693,SPRING VALLEY,156.0,33.0,452358.0,150.0,38.0,453101.0,223.576,43.0,731238.0,214.0,48.0,692251.0,238.0,53.0,778673.0,36.0,41.0,46.0,51.0,56.0
694,SPRING VALLEY,156.0,33.0,452358.0,150.0,38.0,453101.0,223.576,43.0,731238.0,214.0,48.0,692251.0,238.0,53.0,778673.0,void,void,3.0,8.0,13.0
695,ST JAMES CHURCH ROAD,97.0,2.0,112560.0,96.0,7.0,111170.0,93.7875,12.0,108444.0,80.5,17.0,93578.0,113.0,22.0,132323.0,3.0,8.0,13.0,18.0,23.0
696,STAFFORD TOWNHOMES,102.0,16.0,149688.0,94.0,20.0,175059.0,129.588,25.0,241759.0,129.0,30.0,249577.5,152.0,35.0,292575.5,16.0,21.0,26.0,31.0,36.0
697,STAGHORN TOWNHOMES,85.0,20.0,54394.5,85.0,25.0,88799.0,90.89399999999999,30.0,95110.0,110.5,35.0,115806.5,133.0,40.0,139640.0,21.0,26.0,31.0,36.0,41.0
698,STARMOUNT,79.0,39.0,123028.0,79.0,44.0,123028.0,97.55799999999999,49.0,154410.0,92.0,54.0,147320.0,120.0,59.0,189029.0,44.0,49.0,54.0,59.0,64.0
699,STARMOUNT HILLS,79.0,17.0,108535.0,79.0,22.0,108595.0,96.398,27.0,133884.5,99.5,32.0,134853.0,129.5,37.0,172279.0,22.0,27.0,32.0,37.0,42.0
700,STARVIEW,95.0,38.0,239874.0,95.0,43.0,242217.0,155.49450000000002,48.0,407815.0,179.0,53.0,467436.0,219.0,58.0,546696.0,41.0,46.0,51.0,56.0,61.0
701,STATE STREET,37.0,50.0,36405.5,38.5,51.0,24539.5,122.7765,55.0,137626.0,124.0,5.0,153055.0,251.0,10.0,315548.5,void,void,1.0,6.0,11.0
702,STATE STREET,37.0,50.0,36405.5,38.5,51.0,24539.5,122.7765,55.0,137626.0,124.0,5.0,153055.0,251.0,10.0,315548.5,void,void,void,4.0,9.0
703,STERLING TOWNHOMES,90.0,10.0,108398.0,90.0,10.0,112982.0,98.115,15.0,124844.0,101.0,20.0,128970.0,132.0,25.0,167277.0,5.0,10.0,15.0,20.0,25.0
704,STEVENS ROAD,71.0,99.0,83361.0,71.0,104.0,83361.0,104.03299999999999,60.0,103457.0,141.0,65.0,127830.0,259.0,70.0,273098.0,void,void,2.0,7.0,12.0
705,STILLWATER,110.0,36.0,555407.0,void,void,175000.0,void,void,void,220.0,9.0,825972.0,245.0,14.0,890316.0,void,0.0,5.0,10.0,15.0
706,STONE QUARTER AT GREYSTONE,87.0,17.0,165595.5,87.0,22.0,166847.0,125.5045,27.0,240391.0,130.0,32.0,248563.0,160.0,37.0,313628.0,19.0,24.0,29.0,34.0,39.0
707,STONEHENGE,99.0,13.0,231837.0,98.0,18.0,232465.0,141.124,23.0,337262.5,142.0,28.0,344704.0,163.0,33.0,397889.0,16.0,21.0,26.0,31.0,36.0
708,STONEHENGE,99.0,13.0,231837.0,98.0,18.0,232465.0,141.124,23.0,337262.5,142.0,28.0,344704.0,163.0,33.0,397889.0,17.0,22.0,27.0,32.0,37.0
709,STONEHENGE ON THE PARK,85.0,6.0,175962.5,85.0,11.0,175962.5,132.14,16.0,273931.0,127.0,21.0,265881.5,151.0,26.0,316718.0,7.0,12.0,17.0,22.0,27.0
710,STONEHENGE TOWNHOMES,90.0,16.5,300.0,84.0,21.0,143477.5,93.785,26.0,168639.0,113.0,31.0,208214.0,115.0,36.0,213451.0,16.0,21.0,26.0,31.0,36.0
711,STRATFORD COURT,162.5,31.5,543447.5,150.5,36.5,551886.5,199.85750000000002,40.0,873934.0,199.0,47.0,813802.0,246.0,52.0,866625.0,27.0,32.0,37.0,42.0,47.0
712,STRATFORD PARK,65.0,40.0,70911.0,65.0,45.0,71391.0,83.5875,50.0,91973.0,59.0,55.0,65430.0,116.0,60.0,128329.5,40.0,45.0,50.0,55.0,60.0
713,STRATTON PARK,101.0,13.0,244769.5,99.0,18.0,246783.5,154.48149999999998,23.0,395911.0,166.0,28.0,414872.0,184.0,33.0,483379.0,14.0,19.0,24.0,29.0,34.0
714,STREAMS AND FIELDS,93.0,2.0,30000.0,91.0,6.0,123445.5,105.73400000000001,11.0,145187.0,98.0,16.0,133140.5,138.0,21.0,184512.5,3.0,8.0,13.0,18.0,23.0
715,STROTHER,68.0,14.5,180994.5,70.5,19.5,185781.0,80.27099999999999,7.0,274711.0,88.5,12.0,280246.0,113.5,17.0,360561.0,40.0,45.0,50.0,55.0,60.0
716,SULGRAVE MANOR,113.0,46.0,326911.0,145.5,25.5,115500.0,void,void,void,void,void,void,308.0,14.0,787103.0,void,2.0,7.0,12.0,17.0
717,SUMMER HAVEN,76.0,40.0,127130.0,76.0,45.0,130747.0,93.63600000000001,50.0,164089.0,88.0,55.0,157990.0,116.0,60.0,204291.0,44.0,49.0,54.0,59.0,64.0
718,SUMMERFIELD NORTH,83.0,17.0,206444.5,83.0,22.0,206763.0,121.523,27.0,306721.0,126.0,32.0,320572.0,142.0,37.0,360277.0,23.0,28.0,33.0,38.0,43.0
719,SUMMERWINDS,97.5,5.0,204931.0,95.5,10.0,210076.0,138.036,15.0,298679.5,133.5,20.0,299075.0,172.0,25.0,387174.0,7.0,12.0,17.0,22.0,27.0
720,SUMMERWOOD TOWNHOMES,78.5,18.0,107476.5,76.0,23.0,107525.0,85.50299999999999,28.0,121449.0,91.0,33.0,130757.0,106.0,38.0,152103.0,17.0,22.0,27.0,32.0,37.0
721,SUMMIT RIDGE,75.0,23.0,103801.0,75.0,28.0,103914.5,93.48700000000001,33.0,128934.5,91.0,38.0,125510.5,115.0,43.0,158734.5,21.0,26.0,31.0,36.0,41.0
722,SUNCREEK TOWHOMES,92.0,16.0,80031.0,92.0,21.0,80031.0,104.471,26.0,90994.0,104.0,31.0,90989.0,149.0,36.0,130118.0,16.0,21.0,26.0,31.0,36.0
723,SUNRIDGE TOWNHOMES,70.0,17.0,86202.0,69.0,22.0,87659.0,71.88,27.0,90410.0,85.0,32.0,107479.0,104.0,37.0,129620.5,17.0,22.0,27.0,32.0,37.0
724,SUNSET HILLS,131.5,50.0,213912.0,129.0,55.0,218374.0,198.674,60.0,379771.0,200.0,65.0,406789.0,241.0,70.0,530249.5,55.0,60.0,65.0,70.0,75.0
725,SUNSET TERRACE,72.5,48.5,112142.0,71.0,53.0,112798.0,108.87950000000001,57.0,171882.0,103.5,62.0,169879.5,156.5,63.0,263645.0,60.0,65.0,70.0,75.0,80.0
726,SUNSET TERRACE,72.5,48.5,112142.0,71.0,53.0,112798.0,108.87950000000001,57.0,171882.0,103.5,62.0,169879.5,156.5,63.0,263645.0,void,0.0,5.0,10.0,15.0
727,SUNSET TERRACE TOWNHOMES,66.0,4.0,94574.0,66.0,9.0,94574.0,83.48299999999999,14.0,124536.0,87.0,19.0,130050.0,117.0,24.0,174595.0,4.0,9.0,14.0,19.0,24.0
728,SUNSPACE TOWNHOMES,78.0,16.0,113707.0,78.0,21.0,113707.0,87.574,26.0,127597.0,87.0,31.0,127541.0,127.0,36.0,184533.0,18.0,23.0,28.0,33.0,38.0
729,SUSSEX PLACE,80.0,13.0,153949.0,80.0,18.0,154102.0,106.62299999999999,23.0,209335.0,112.0,28.0,223939.0,151.0,33.0,302709.0,15.0,20.0,25.0,30.0,35.0
730,SWEETBRIAR FOREST,59.0,27.0,85675.0,59.0,32.0,85675.0,69.6805,37.0,101817.0,66.0,42.0,102368.0,108.5,47.0,164615.0,27.0,32.0,37.0,42.0,47.0
731,T W CAMPBELL,74.0,27.0,136142.5,63.5,31.5,139728.0,90.45299999999999,36.5,193737.5,95.5,41.5,187485.5,133.5,46.5,276083.5,28.0,33.0,38.0,43.0,48.0
732,TALL OAKS,96.0,8.0,164288.0,103.5,8.5,333168.5,144.869,13.5,462030.0,139.0,18.5,451029.0,179.5,23.5,569586.5,11.0,16.0,21.0,26.0,31.0
733,TALL TREE,void,void,70000.0,135.0,5.0,440030.5,184.183,10.0,588405.0,163.0,15.0,545526.0,171.0,20.0,570704.0,1.0,6.0,11.0,16.0,21.0
734,TAMARACK,93.5,18.0,139311.0,93.5,23.0,139311.0,130.9755,28.0,195181.5,149.5,33.0,221555.5,168.5,38.0,252499.5,19.0,24.0,29.0,34.0,39.0
735,TANBARK WOODS,87.5,19.0,223947.0,87.5,24.0,222609.0,127.189,29.0,339440.0,133.5,34.0,354701.5,169.5,39.0,452246.0,21.0,26.0,31.0,36.0,41.0
736,TATTON PLACE,147.0,18.0,556011.0,147.0,23.0,563098.0,240.53099999999998,28.0,870000.0,240.0,33.0,868088.0,242.0,38.0,919162.0,18.0,23.0,28.0,33.0,38.0
737,TAZWELL PLACE,144.5,11.5,628910.5,144.5,16.5,631010.5,195.518,22.0,805340.0,196.0,26.0,825336.0,201.0,31.5,870911.5,13.0,18.0,23.0,28.0,33.0
738,TEALBRIAR,84.0,11.5,165377.5,84.0,16.5,165746.0,116.361,21.5,231883.5,117.0,26.5,240394.5,144.0,31.5,294735.5,15.0,20.0,25.0,30.0,35.0
739,TEMPLE STREET,94.0,15.0,143324.0,94.0,20.0,145049.0,131.7495,25.0,210505.0,164.0,30.0,262108.0,204.0,35.0,339462.0,15.0,20.0,25.0,30.0,35.0
740,THE ACORNS TOWNHOMES,78.0,16.0,77230.0,78.0,21.0,77230.0,75.312,26.0,75546.0,84.0,31.0,84242.0,126.0,36.0,128579.0,17.0,22.0,27.0,32.0,37.0
741,THE CASCADES,96.0,9.0,200630.5,96.0,14.0,200630.5,134.102,19.0,285923.0,139.0,24.0,299695.0,179.0,29.0,388500.0,12.0,17.0,22.0,27.0,32.0
742,THE COMMONS AT SANDY FORKS,88.0,41.0,109123.0,88.0,46.0,109123.0,128.189,2.0,383401.5,122.5,7.0,328185.5,151.0,5.0,462643.0,void,void,3.0,8.0,13.0
743,THE FIELDS,93.0,5.0,112888.0,93.0,10.0,113009.0,110.87700000000001,15.0,136205.0,107.0,20.0,130361.5,135.0,25.0,164051.0,5.0,10.0,15.0,20.0,25.0
744,THE GROVE AT FALLON PARK,166.0,40.0,768509.0,61.0,36.0,1489574.0,void,void,void,167.0,1.0,414994.0,189.5,6.0,476903.5,void,void,void,2.0,7.0
745,THE OBERLIN,139.0,76.0,338133.0,121.0,81.0,284457.0,void,void,void,246.0,8.0,830080.0,231.5,13.0,796497.0,void,void,4.0,9.0,14.0
746,THE OVERLOOK,82.0,13.0,95682.0,80.5,14.0,99289.0,93.39399999999999,19.0,115248.0,93.0,24.0,114854.0,118.0,29.0,143411.5,15.0,20.0,25.0,30.0,35.0
747,THE POINT AT LEMUEL,90.5,3.0,182412.0,90.5,8.0,182553.0,118.214,13.0,237503.0,122.5,18.0,246508.5,156.0,23.0,314563.5,4.0,9.0,14.0,19.0,24.0
748,THE SPRINGS AT GREYSTONE,89.0,17.0,236230.0,89.0,22.0,227782.0,137.734,27.0,337998.0,128.0,32.0,357357.0,144.0,37.0,388581.0,18.0,23.0,28.0,33.0,38.0
749,THE STREAMS AT FIELD TOWNHOMES,void,void,150800.0,89.0,4.0,126551.0,84.08500000000001,9.0,119247.5,87.5,14.0,123714.5,110.0,19.0,155493.0,void,2.0,7.0,12.0,17.0
750,THE VILLAS AT MILLBROOK,49.0,45.0,45532.0,119.0,3.0,30000.0,122.48700000000001,2.0,327623.0,140.5,7.0,371852.0,159.0,12.0,427502.0,void,4.0,9.0,14.0,19.0
751,THE WOOD PILE,40.0,67.0,35896.0,void,void,23400.0,86.273,60.0,131011.5,105.0,65.0,159048.0,170.0,70.0,246970.0,void,void,3.0,8.0,13.0
752,THISTLEDOWN EAST,85.0,8.0,131642.0,85.0,13.0,131642.0,110.84700000000001,18.0,171813.0,114.0,23.0,176363.5,154.5,28.0,238603.0,12.0,17.0,22.0,27.0,32.0
753,THISTLEDOWN TOWNHOMES,92.0,12.0,112190.5,92.0,17.0,113986.0,101.436,22.0,125070.0,112.0,27.0,139197.0,154.0,32.0,189023.0,0.0,5.0,10.0,15.0,20.0
754,THOMAS TYSON,147.0,61.5,320791.0,143.0,66.0,389351.0,198.24099999999999,70.5,478275.5,199.5,72.5,474303.5,276.0,85.0,577547.0,72.0,77.0,82.0,87.0,92.0
755,THORPSHIRE FARM,75.0,16.0,197211.0,75.0,21.0,198561.0,118.21100000000001,26.0,319746.0,124.0,31.0,337201.0,142.0,36.0,380672.0,17.0,22.0,27.0,32.0,37.0
756,TILDEN PARK,120.0,65.0,91245.0,123.0,3.0,339406.0,155.224,8.0,440251.5,143.0,13.0,400469.0,166.0,18.0,476615.0,0.0,5.0,10.0,15.0,20.0
757,TIMBERLAKE ESTATES,void,void,7440.0,void,void,7440.0,void,void,void,void,void,void,void,void,void,33.0,38.0,43.0,48.0,53.0
758,TOP OF THE PINES,67.0,14.0,105584.0,67.0,19.0,105751.5,74.742,24.0,119125.5,73.0,29.0,117107.0,97.0,34.0,156258.0,14.0,19.0,24.0,29.0,34.0
759,TOWER RESIDENTIAL,79.0,8.0,109894.0,79.0,13.0,109894.0,102.17399999999999,18.0,139290.5,101.5,23.0,140582.5,120.0,28.0,167912.0,12.0,17.0,22.0,27.0,32.0
760,TOWER STREET,92.0,45.0,79885.5,87.0,50.0,75885.5,242.9205,55.0,211098.0,242.0,60.0,210219.5,void,void,void,void,void,void,void,void
761,TOWER VILLAS,80.0,15.0,82012.5,75.5,20.0,77190.0,91.82799999999999,25.0,92428.5,85.5,30.0,87077.5,112.5,35.0,114835.0,17.0,22.0,27.0,32.0,37.0
762,TOWNEDGE PLACE,105.0,16.0,304792.0,106.0,21.0,319918.5,145.304,26.0,442131.0,154.0,31.0,467100.0,185.0,36.0,589483.0,19.0,24.0,29.0,34.0,39.0
763,TRAILSIDE COMMONS,59.0,10.0,73666.0,59.0,15.0,73666.0,83.83,20.0,104118.5,79.5,25.0,98423.5,107.5,30.0,133327.0,9.0,14.0,19.0,24.0,29.0
764,TRAILWOOD GLEN,80.0,8.0,108125.5,79.0,14.0,117013.0,107.484,18.5,166298.5,107.0,23.0,163462.0,119.0,28.0,178891.0,12.0,17.0,22.0,27.0,32.0
765,TRAILWOOD HILLS,83.0,4.0,138474.0,84.0,6.5,145665.0,109.0505,11.5,193181.5,113.0,16.5,199151.0,156.5,21.5,277872.5,6.0,11.0,16.0,21.0,26.0
766,TRAILWOOD KNOLL,87.0,11.0,113976.5,87.0,16.0,116108.5,111.875,21.0,149792.0,114.5,26.0,154377.0,163.0,31.0,218994.0,12.0,17.0,22.0,27.0,32.0
767,TRAILWOOD SPRINGS,87.0,7.0,131735.0,86.0,12.0,131837.0,106.5325,17.0,166137.0,116.0,22.0,180577.0,152.0,27.0,235950.0,9.0,14.0,19.0,24.0,29.0
768,TRAILWOOD VALLEY,void,void,20000.0,void,5.0,111477.0,96.56049999999999,10.0,134970.0,103.0,15.0,144149.5,132.0,20.0,184046.0,2.0,7.0,12.0,17.0,22.0
769,TRAWICK DOWNS,77.0,9.0,108910.0,77.5,14.0,109353.0,97.157,19.0,138945.0,97.5,24.0,138866.5,135.0,29.0,192147.0,12.0,17.0,22.0,27.0,32.0
770,TRES LOTS,66.0,50.0,66537.0,110.0,1.0,160088.0,137.86700000000002,6.0,201121.0,148.0,11.0,214269.0,200.0,16.0,303745.0,void,2.0,7.0,12.0,17.0
771,TRI-CITY,54.0,24.0,124133.0,54.0,29.0,124133.0,72.8395,34.0,167571.0,72.0,39.0,165943.0,115.0,44.0,263765.0,25.0,30.0,35.0,40.0,45.0
772,TRINITY SQUARE,88.0,2.0,144553.0,89.0,7.0,147342.0,107.755,12.0,178618.0,111.0,17.0,184736.5,138.0,22.0,229211.5,2.0,7.0,12.0,17.0,22.0
773,TUCKER,123.0,57.0,134082.0,114.0,62.0,134923.5,189.50599999999997,67.0,230613.5,201.0,75.0,268724.5,245.0,82.0,394573.0,53.0,58.0,63.0,68.0,73.0
774,TUPPER II,72.0,40.0,9000.0,void,void,void,void,void,void,void,void,void,void,void,void,void,void,3.0,8.0,13.0
775,TUPPER PLACE,void,void,16200.0,89.5,2.0,103473.0,106.15050000000001,7.0,140538.0,99.0,12.0,131814.0,159.0,17.0,298127.0,1.0,6.0,11.0,16.0,21.0
776,TURNBERRY,87.0,8.0,219878.0,87.0,13.0,220457.0,127.081,18.0,326241.0,139.0,23.0,356458.0,157.5,28.0,405747.5,11.0,16.0,21.0,26.0,31.0
777,TUSCAN HILLS,90.0,40.0,51741.0,void,45.0,48251.5,165.791,2.0,674571.0,155.0,6.0,645792.0,171.5,10.0,751844.0,void,void,2.0,7.0,12.0
778,TWIN LAKES,68.0,41.0,68065.5,68.5,45.5,68940.0,91.595,50.0,91196.0,84.0,55.0,85542.0,123.0,60.5,127012.0,14.0,19.0,24.0,29.0,34.0
779,UMSTEAD RIDGE,104.0,6.0,251597.5,103.0,11.0,251696.5,147.2705,16.0,363254.0,151.0,21.0,375741.0,173.0,26.0,432337.5,6.0,11.0,16.0,21.0,26.0
780,UPPER BUNCOMBE,189.0,1.0,226840.0,void,5.0,880642.5,void,void,void,void,void,void,void,void,void,1.0,6.0,11.0,16.0,21.0
781,VALENTINE PROPERTIES,void,void,12400.0,void,void,62000.0,194.563,5.0,594518.0,151.5,10.0,530461.5,173.0,15.0,622438.5,void,1.0,6.0,11.0,16.0
782,VALLEY COVE,void,void,376600.0,91.0,5.0,106578.0,106.017,10.0,123178.0,105.0,15.0,122730.0,144.5,20.0,167922.0,0.0,5.0,10.0,15.0,20.0
783,VALLEY CREST,89.0,43.0,136929.0,void,void,1.0,164.77700000000002,5.0,701151.0,149.0,10.0,615398.0,139.0,15.0,579686.0,void,0.0,5.0,10.0,15.0
784,VALLEY ESTATES,86.0,21.0,176688.0,86.0,26.0,177359.0,130.45749999999998,31.0,276201.0,135.0,36.0,283053.0,166.0,41.0,352323.0,19.0,24.0,29.0,34.0,39.0
785,VALLEY ESTATES EAST,92.0,8.0,225064.0,92.0,13.0,225064.0,131.761,18.0,331693.0,132.0,23.0,320789.0,161.0,28.0,392636.0,9.0,14.0,19.0,24.0,29.0
786,VALLEY LAKE AT GREYSTONE,88.0,17.0,221651.0,88.0,22.0,221651.0,127.042,27.0,334148.0,130.0,32.0,338754.0,160.0,37.0,419903.0,19.0,24.0,29.0,34.0,39.0
787,VAN THOMAS,99.0,3.0,213327.0,98.5,8.0,216221.5,135.999,13.0,299451.5,128.5,18.0,280372.5,155.5,23.0,342675.5,5.0,10.0,15.0,20.0,25.0
788,VANGUARD PARK,147.0,71.0,191706.5,139.0,77.0,194673.0,216.64100000000002,77.5,362290.0,216.0,85.0,384199.0,265.0,87.0,521368.0,76.0,81.0,86.0,91.0,96.0
789,VARSITY PLACE,61.0,1.5,166321.0,61.0,6.5,166321.0,79.16399999999999,11.5,212037.0,78.5,16.5,212442.0,108.0,21.5,282502.0,3.0,8.0,13.0,18.0,23.0
790,VASBINDER,84.0,41.0,196984.0,99.0,2.0,191154.5,143.4225,7.0,356490.0,125.0,12.0,326120.0,139.0,17.0,402332.0,1.0,6.0,11.0,16.0,21.0
791,VESTAVIA WOODS,95.0,13.0,253780.5,95.0,18.0,257103.5,133.584,23.0,360047.0,137.0,28.0,382718.0,150.0,33.0,424823.0,13.0,18.0,23.0,28.0,33.0
792,VICTORIA PARK TOWNHOMES,void,void,52500.0,118.0,4.5,351996.0,152.649,9.5,453558.0,151.5,14.5,448518.5,170.5,19.5,509568.5,1.0,6.0,11.0,16.0,21.0
793,VICTORIA PLACE,75.5,14.0,101719.5,75.0,19.0,101731.0,89.135,24.0,121687.0,89.0,29.0,119871.5,139.0,34.0,188970.5,13.0,18.0,23.0,28.0,33.0
794,VILLA PARK,133.0,51.0,176264.5,133.0,56.0,182872.0,201.36599999999999,59.0,373140.0,201.0,64.0,495991.0,247.0,65.0,640096.0,65.0,70.0,75.0,80.0,85.0
795,VILLAGE AT BEACON HILL,94.0,2.0,109820.0,93.0,5.0,115948.0,110.63,11.0,135149.0,107.0,16.0,131174.0,145.0,21.0,177495.0,1.0,6.0,11.0,16.0,21.0
796,VILLAGE AT PINECREST,91.0,2.0,169045.0,92.0,6.0,248926.0,131.9535,11.0,372818.0,128.0,16.0,350104.5,151.0,21.0,415055.0,3.0,8.0,13.0,18.0,23.0
797,VILLAGE GATE,87.0,21.0,141711.0,85.0,26.0,142601.0,115.556,31.0,191387.0,129.0,36.0,218082.0,166.0,41.0,280877.0,22.0,27.0,32.0,37.0,42.0
798,VILLAGE GLENN,118.0,16.0,143658.5,116.0,21.0,157053.0,146.4735,26.0,204605.5,144.0,31.0,185952.0,187.5,36.0,242764.0,17.0,22.0,27.0,32.0,37.0
799,VILLAGE GROVE,81.5,17.0,123346.0,81.5,22.0,123926.5,101.3355,27.0,154399.0,112.0,32.0,172936.5,146.0,37.0,226546.0,18.0,23.0,28.0,33.0,38.0
800,VILLAGE OF IVERRARY,79.0,11.0,199901.5,79.0,16.0,198398.5,111.77,21.0,286307.5,107.0,26.0,272767.0,132.0,31.0,342783.0,15.0,20.0,25.0,30.0,35.0
801,VILLAGE OF WEST PINES,84.0,14.0,23000.0,86.0,5.0,92065.0,95.65,10.0,101963.0,105.0,15.0,112439.0,175.0,20.0,186287.0,void,4.0,9.0,14.0,19.0
802,VILLAGE OF WEST PINES,84.0,14.0,23000.0,86.0,5.0,92065.0,95.65,10.0,101963.0,105.0,15.0,112439.0,175.0,20.0,186287.0,15.0,20.0,25.0,30.0,35.0
803,VILLAGE ON THE GREEN,71.5,16.0,98292.0,71.5,21.0,98729.0,88.37100000000001,26.0,119624.5,93.0,31.0,122651.0,126.0,36.0,183039.0,18.0,23.0,28.0,33.0,38.0
804,VILLAGES OF OXFORD PARK,67.0,49.0,400142.0,67.0,54.0,400142.0,void,2.0,880062.0,229.0,4.0,531483.5,281.5,9.0,652713.0,void,void,3.0,8.0,13.0
805,W A REID,146.0,43.0,310234.0,146.0,48.0,310234.0,203.415,2.0,619037.0,216.5,7.0,625856.0,276.5,12.0,860615.0,void,void,4.0,9.0,14.0
806,W B NIVISON,85.0,22.0,89669.5,85.0,27.0,89669.5,106.036,32.0,112494.0,105.5,37.0,109273.0,157.0,42.0,162563.5,23.0,28.0,33.0,38.0,43.0
807,WADE AVE PROPERTY,421.0,40.0,1088948.0,133.0,2.0,100000.0,164.6515,4.0,513663.5,156.0,9.0,484538.5,164.0,14.0,508212.5,void,4.0,9.0,14.0,19.0
808,WAKE AVENUE TOWNHOMES,138.0,62.0,279117.0,83.5,67.0,244342.0,91.92299999999999,90.0,532140.0,196.0,0.0,303287.0,227.0,5.0,352014.5,void,void,void,1.0,6.0
809,WAKE HILLS,163.5,58.0,449010.5,161.0,63.0,460108.5,194.45999999999998,68.0,617058.0,227.5,69.5,630933.5,233.5,78.0,677859.0,62.0,67.0,72.0,77.0,82.0
810,WARNER PLACE TOWNHOMES,void,void,16000.0,66.5,4.5,136444.0,85.9615,9.5,175105.0,86.5,14.5,176318.5,113.0,19.5,230855.0,1.0,6.0,11.0,16.0,21.0
811,WASHINGTON HEIGHTS,74.5,15.0,89145.0,74.0,18.5,93391.0,93.42099999999999,22.0,123199.0,91.0,27.0,111984.0,187.0,24.0,226901.0,32.0,37.0,42.0,47.0,52.0
812,WASHINGTON TERRACE,57.5,46.0,60621.5,56.0,51.0,56891.0,65.928,56.0,70306.5,72.0,61.0,70155.0,143.0,66.0,136105.5,46.0,51.0,56.0,61.0,66.0
813,WAYLAND HEIGHTS,140.0,52.0,167045.5,133.5,57.0,169516.0,213.75900000000001,62.0,347456.0,218.0,67.0,359650.0,251.0,72.0,431399.0,55.0,60.0,65.0,70.0,75.0
814,WAYNE TIMBERLAKE LOTS,void,void,1000.0,void,void,1000.0,void,void,void,154.5,1.0,474923.0,171.5,6.0,588527.5,void,void,4.0,9.0,14.0
815,WEATHERS,80.0,35.0,133009.0,80.0,40.0,133009.0,99.132,45.0,167174.0,93.0,50.0,158399.5,118.0,55.0,202178.5,36.0,41.0,46.0,51.0,56.0
816,WEATHERSFIELD PLACE TOWHHOMES,87.0,17.0,141764.0,86.0,22.0,141238.5,99.99799999999999,27.0,171223.0,102.0,32.0,177487.0,137.0,37.0,239110.0,16.0,21.0,26.0,31.0,36.0
817,WEDGES AT GREYSTONE,98.5,17.0,145171.5,98.5,22.0,145402.5,141.574,27.0,213292.0,149.0,32.0,224554.5,190.0,37.0,283569.0,18.0,23.0,28.0,33.0,38.0
818,WEST GLENDOWER PLACE,110.0,46.0,53286.0,110.0,51.0,53286.0,void,void,void,133.5,5.0,401926.5,170.5,10.0,517192.0,void,void,1.0,6.0,11.0
