,SubDivName,medianPrSqFt_2000,medianHage_2000,medianHPrice_2000,medianPrSqFt_2005,medianHage_2005,medianHPrice_2005,medianPrSqFt_2010,medianHage_2010,medianHPrice_2010,medianPrSqFt_2015,medianHage_2015,medianHPrice_2015,medianPrSqFt_2020,medianHage_2020,medianHPrice_2020,subDivAge_2000,subDivAge_2005,subDivAge_2010,subDivAge_2015,subDivAge_2020
141,CHERRY RIDGE,void,void,378170.0,void,void,9000.0,void,void,void,void,void,void,void,void,void,void,void,void,4.0,9.0
142,CHESTER PLACE,109.0,3.0,286676.0,108.5,8.0,296212.0,188.29,11.0,553760.0,199.0,18.0,449611.5,217.5,23.0,544672.5,3.0,8.0,13.0,18.0,23.0
143,CHESTNUT HILLS,85.0,45.0,128745.0,84.0,50.0,130318.0,144.49900000000002,55.0,230007.0,180.0,49.0,313790.0,228.0,46.0,433248.5,void,void,4.0,9.0,14.0
144,CHESTNUT HILLS,85.0,45.0,128745.0,84.0,50.0,130318.0,144.49900000000002,55.0,230007.0,180.0,49.0,313790.0,228.0,46.0,433248.5,41.0,46.0,51.0,56.0,61.0
145,CHESTNUT HILLS,85.0,45.0,128745.0,84.0,50.0,130318.0,144.49900000000002,55.0,230007.0,180.0,49.0,313790.0,228.0,46.0,433248.5,void,void,3.0,8.0,13.0
146,CHIPPENHAM SQUARE,87.5,15.0,183945.0,87.0,20.0,187281.5,131.871,25.0,285641.5,136.5,30.0,298482.5,169.5,35.0,370953.5,16.0,21.0,26.0,31.0,36.0
147,CHRIS ELIOPOULOS,86.0,60.0,60000.0,104.0,65.0,144803.0,240.65200000000002,4.0,561201.0,222.5,42.0,481691.5,267.5,47.0,580841.5,void,void,4.0,9.0,14.0
148,CHURCHILL,88.0,75.0,106464.0,64.5,80.0,74991.5,144.22449999999998,85.0,171399.5,void,void,void,void,void,void,void,void,void,void,void
149,CHURCHILL WOODS,169.0,13.0,479385.0,155.0,18.0,478266.0,214.601,23.0,756081.0,217.0,28.0,721024.0,234.0,33.0,780181.0,14.0,19.0,24.0,29.0,34.0
150,CHUSTNUT HILLS,91.5,45.0,138219.0,91.5,50.0,138219.0,206.792,55.0,246892.5,191.0,3.0,551535.0,254.0,8.0,745775.0,void,void,void,3.0,8.0
151,CITY OF RALEIGH,76.0,6.0,83860.5,75.0,12.0,82558.0,107.41799999999999,15.0,117516.0,150.0,21.0,175149.5,241.0,25.0,271278.0,11.0,16.0,21.0,26.0,31.0
152,CITY OF RALEIGH,76.0,6.0,83860.5,75.0,12.0,82558.0,107.41799999999999,15.0,117516.0,150.0,21.0,175149.5,241.0,25.0,271278.0,5.0,10.0,15.0,20.0,25.0
153,CITY OF RALEIGH,76.0,6.0,83860.5,75.0,12.0,82558.0,107.41799999999999,15.0,117516.0,150.0,21.0,175149.5,241.0,25.0,271278.0,7.0,12.0,17.0,22.0,27.0
154,CLANDON FOREST,103.0,8.0,218679.0,103.0,13.0,218679.0,149.972,18.0,320679.0,140.0,23.0,302072.0,181.0,28.0,388644.0,11.0,16.0,21.0,26.0,31.0
155,CLARENCE F JOHNSON,76.0,34.0,133083.0,76.0,39.0,138024.0,98.617,44.0,169914.0,96.0,49.0,172962.0,121.0,54.0,211145.0,36.0,41.0,46.0,51.0,56.0
156,COBBLESTONE,83.0,8.0,113033.0,83.0,13.0,113224.0,98.9915,18.0,136887.0,97.0,23.0,133860.0,138.0,28.0,192253.0,7.0,12.0,17.0,22.0,27.0
157,COBBLESTONE TOWNHOMES,79.0,5.0,100175.5,79.5,10.0,100175.5,83.649,15.0,111655.0,79.0,20.0,103880.0,107.5,25.0,144753.0,3.0,8.0,13.0,18.0,23.0
158,COLD SPRINGS ESTATES,void,void,115000.0,125.0,5.0,850800.0,void,void,void,void,void,void,void,void,void,14.0,19.0,24.0,29.0,34.0
159,COLE STREET TOWNES,void,void,84000.0,void,void,84000.0,void,void,void,void,void,void,243.5,4.0,695604.0,void,void,4.0,9.0,14.0
160,COLEY FOREST,127.0,30.0,325441.0,125.0,35.0,341978.0,209.3895,39.0,603872.0,212.0,43.0,618162.0,247.0,48.0,725007.0,45.0,50.0,55.0,60.0,65.0
161,COLEY LAKES,135.0,33.0,448881.0,128.0,38.0,440356.0,206.904,42.5,757919.0,209.0,48.0,753925.0,231.0,53.0,822807.0,35.0,40.0,45.0,50.0,55.0
162,COLEY PARK,158.0,9.0,541598.0,158.0,14.0,541598.0,235.833,19.0,788154.0,237.0,24.0,827592.0,252.5,29.0,889008.5,11.0,16.0,21.0,26.0,31.0
163,COLLEGE MANOR,61.0,52.0,73188.5,61.0,57.0,73188.5,116.156,2.0,156114.0,117.0,7.0,156652.0,157.5,12.0,210666.0,void,void,2.0,7.0,12.0
164,COLLEGE PARK,53.0,60.0,53505.5,54.0,65.0,54901.5,66.163,75.0,69454.0,72.0,80.0,76923.0,170.0,66.0,180136.5,89.0,94.0,99.0,104.0,109.0
165,COLLEGE VIEW,69.5,45.0,76609.0,68.5,50.0,76435.5,104.665,55.0,118080.5,103.0,59.0,123842.0,137.0,63.0,176031.0,45.0,50.0,55.0,60.0,65.0
166,COLLINGWOOD,76.0,39.0,98664.0,76.0,44.0,98664.0,85.334,49.0,110140.5,118.5,54.0,149806.0,198.0,59.0,248223.0,41.0,46.0,51.0,56.0,61.0
167,COLONIAL HEIGHTS,64.5,16.0,83181.0,64.5,21.0,83181.0,73.275,26.0,94671.0,78.0,31.0,100957.0,109.0,36.0,140819.0,15.0,20.0,25.0,30.0,35.0
168,COLONY WOODS,97.0,17.0,129049.0,97.5,22.0,129328.5,133.114,27.0,176239.0,152.0,32.0,202496.5,197.0,37.0,260819.5,20.0,25.0,30.0,35.0,40.0
169,COMMUNITY DR,void,void,20000.0,void,void,void,92.18799999999999,3.0,183547.0,99.0,8.0,197364.0,122.0,13.0,243428.0,void,void,2.0,7.0,12.0
170,COOKE ST REDEVELOPMENT,53.0,80.0,45266.5,84.5,0.0,25500.0,143.8965,5.0,197181.5,203.5,10.0,268005.0,279.0,14.0,409573.0,void,0.0,5.0,10.0,15.0
171,COOKE STREET,37.0,35.0,111040.0,void,void,35000.0,143.346,2.0,189063.0,196.0,7.0,260487.0,290.5,12.0,412467.5,void,void,3.0,8.0,13.0
172,COOPER RIDGE TOWNHOMES,124.0,43.0,44400.0,void,void,void,136.256,4.0,356107.0,136.0,9.0,355600.0,141.0,14.0,369047.5,void,0.0,5.0,10.0,15.0
173,COOPERS GLEN,80.0,31.0,233026.5,83.0,32.0,234289.5,129.44650000000001,37.0,386725.0,135.0,42.0,416609.0,141.0,47.0,432825.0,14.0,19.0,24.0,29.0,34.0
174,COPPERFIELD,91.0,17.0,140154.0,91.0,22.0,139983.0,120.2955,27.0,188939.5,130.0,32.0,204316.0,184.0,37.0,288797.0,18.0,23.0,28.0,33.0,38.0
175,COTTON PLACE,44.0,63.0,49412.0,45.0,57.0,52136.5,63.501000000000005,64.0,79839.5,99.5,66.0,112018.0,212.0,65.0,228485.0,44.0,49.0,54.0,59.0,64.0
176,COUNTRY CLUB CREST,191.0,41.0,759973.0,191.0,46.0,759973.0,void,void,void,void,void,void,void,0.0,929300.0,void,void,void,void,void
177,COUNTRY CLUB HILL,150.0,41.0,398705.5,144.0,46.0,423272.0,223.3985,49.0,737042.0,215.0,53.5,692940.5,254.5,58.5,810042.5,43.0,48.0,53.0,58.0,63.0
178,COUNTRY CLUB VIEW,59.5,29.0,102294.0,55.0,26.0,102347.5,91.10150000000002,48.0,166226.0,89.5,52.5,167877.5,112.5,57.5,206357.5,42.0,47.0,52.0,57.0,62.0
179,COUNTRY CLUB VILLAS,164.0,45.0,411690.0,157.0,49.0,421404.0,217.9325,53.5,620312.5,206.5,58.0,600725.5,237.0,64.0,691862.0,89.0,94.0,99.0,104.0,109.0
180,COUNTRY LIFE ESTATES,82.0,24.0,283699.0,81.0,29.0,293187.0,129.383,34.0,452664.0,127.0,39.0,452452.0,187.0,44.0,686209.0,39.0,44.0,49.0,54.0,59.0
181,COUNTRY WOODS ESTATES,90.0,10.5,237675.5,88.5,15.5,237848.5,129.39700000000002,20.5,352060.0,129.0,25.5,356568.5,153.0,30.5,421102.5,12.0,17.0,22.0,27.0,32.0
182,COURTLAND,387.0,24.0,836370.0,67.0,29.0,836370.0,void,void,void,void,void,void,void,0.0,339100.0,void,void,void,void,void
183,COURTNEY PLACE,73.0,8.0,68724.0,73.0,13.0,68648.0,70.816,18.0,66921.0,58.0,23.0,55206.0,89.0,28.0,84198.0,8.0,13.0,18.0,23.0,28.0
184,CRABTREE FOREST,94.0,4.0,221498.0,94.0,9.0,221717.5,133.531,14.0,323714.5,135.5,19.0,329534.0,174.0,24.0,422635.0,5.0,10.0,15.0,20.0,25.0
185,CRABTREE HEIGHTS,93.0,40.0,191446.5,93.0,45.0,191446.5,159.9795,50.0,327375.0,168.0,55.0,337832.5,215.0,59.5,479940.5,41.0,46.0,51.0,56.0,61.0
186,CRABTREE PINES,87.0,11.0,112137.0,void,void,void,98.529,17.0,130078.0,98.0,22.0,129805.0,132.0,27.0,172981.0,11.0,16.0,21.0,26.0,31.0
187,CRABTREE TRUST,188.5,5.0,767488.0,184.0,10.0,767488.0,void,23.0,863880.0,void,void,void,242.0,24.0,844697.0,6.0,11.0,16.0,21.0,26.0
188,CRABTREE WOODS,65.0,20.0,146990.0,65.0,25.0,146990.0,87.20700000000001,30.0,197759.0,92.0,35.0,207598.0,127.5,40.0,294147.5,21.0,26.0,31.0,36.0,41.0
189,CRANBROOK ROAD,84.5,45.0,127376.0,84.5,50.0,127376.0,void,void,160000.0,194.0,4.0,647680.0,216.0,9.0,811383.0,void,void,1.0,6.0,11.0
190,CRAWFORD PROPERTY,113.0,59.0,262330.0,104.5,64.0,259427.5,172.7385,69.0,417636.5,179.0,74.0,454287.5,211.0,79.0,556115.5,76.0,81.0,86.0,91.0,96.0
191,CRESTVIEW,89.0,38.0,139131.5,88.0,43.0,140951.0,126.949,48.0,206536.0,139.0,53.0,228535.0,229.0,57.0,401076.0,46.0,51.0,56.0,61.0,66.0
192,CRESTWOOD,84.5,21.0,142113.0,87.0,20.0,155251.0,128.432,25.0,200539.0,111.0,30.0,204102.0,142.0,28.5,273226.5,void,4.0,9.0,14.0,19.0
193,CRESTWOOD,84.5,21.0,142113.0,87.0,20.0,155251.0,128.432,25.0,200539.0,111.0,30.0,204102.0,142.0,28.5,273226.5,32.0,37.0,42.0,47.0,52.0
194,CROSSWINDS,97.0,16.0,226694.5,96.0,21.0,228546.5,141.85500000000002,26.0,338678.0,141.0,31.0,340978.0,161.0,36.0,393186.0,17.0,22.0,27.0,32.0,37.0
195,CROWN OAKS,77.0,17.0,120660.0,77.0,22.0,121372.0,99.3615,27.0,157018.5,106.0,32.0,168042.5,123.0,37.0,195569.0,16.0,21.0,26.0,31.0,36.0
196,CROWN OAKS TOWNHOMES,68.0,17.0,76652.0,67.5,22.0,78833.0,75.324,27.0,90100.0,79.5,32.0,89638.0,129.0,37.0,146995.5,16.0,21.0,26.0,31.0,36.0
197,D L JORDAN,88.0,34.5,195283.5,89.0,39.0,195504.5,145.6705,43.0,359841.0,152.5,47.0,370060.0,185.5,50.0,483937.0,45.0,50.0,55.0,60.0,65.0
198,DACIAN VALLEY,74.0,28.0,82744.5,74.0,33.0,83518.5,84.05199999999999,38.0,96492.5,68.0,43.0,77785.5,109.5,48.0,126507.0,void,void,void,void,void
199,DAIRYLAND,107.5,33.5,251659.5,102.5,38.5,255634.0,186.187,46.0,468904.0,190.5,48.5,468031.0,212.0,51.0,538452.0,void,void,void,2.0,7.0
200,DAIRYLAND,107.5,33.5,251659.5,102.5,38.5,255634.0,186.187,46.0,468904.0,190.5,48.5,468031.0,212.0,51.0,538452.0,47.0,52.0,57.0,62.0,67.0
201,DALE S WARD,67.5,36.0,72532.0,66.5,41.0,74375.0,79.5,46.0,85817.5,65.0,51.0,71390.5,110.0,56.0,119992.5,36.0,41.0,46.0,51.0,56.0
202,DAMY INC,109.0,3.0,136334.0,109.0,8.0,136334.0,137.5805,13.0,164784.0,139.0,18.0,179863.0,170.0,23.0,220479.0,4.0,9.0,14.0,19.0,24.0
203,DAN & JOANNE AUSTIN,85.5,16.0,134015.0,85.5,21.0,134015.0,106.984,26.0,174827.0,114.5,31.0,178645.0,148.5,36.0,226166.0,19.0,24.0,29.0,34.0,39.0
204,DARIEN PLACE,113.0,70.0,195323.0,167.0,2.0,175000.0,217.555,6.0,842800.0,213.0,12.0,800109.0,217.0,16.0,900363.0,void,4.0,9.0,14.0,19.0
205,DARTMOOR,81.0,15.0,141126.0,82.0,20.0,141126.0,111.587,25.0,196234.0,121.0,30.0,209779.0,153.0,35.0,266386.0,16.0,21.0,26.0,31.0,36.0
206,DAVENY WOODS,114.0,46.0,155099.0,114.0,51.0,155099.0,void,56.0,380534.0,167.5,1.0,378735.5,179.0,5.0,559624.0,void,void,void,void,void
207,DAVID L ROESHOT,74.0,3.0,91866.0,74.0,8.0,91866.0,89.556,13.0,111766.0,97.0,18.0,120978.0,170.0,23.0,212594.0,3.0,8.0,13.0,18.0,23.0
208,DEBLYN PARK,101.0,38.0,181558.5,98.0,43.0,182825.0,130.793,48.0,261775.0,114.0,53.0,237749.0,148.0,58.0,310899.0,40.0,45.0,50.0,55.0,60.0
209,DEBOY LAND,83.0,38.0,202356.5,83.0,43.0,202356.5,120.605,48.0,293915.0,119.5,53.0,293204.0,162.5,58.0,397172.0,40.0,45.0,50.0,55.0,60.0
210,DEBRA FOREST,121.0,19.0,171699.0,101.0,24.0,325470.0,162.67,29.0,562350.0,169.0,34.0,599360.0,152.0,39.0,619341.0,19.0,24.0,29.0,34.0,39.0
211,DEER HAVEN,71.0,16.0,163058.0,71.0,21.0,164771.0,91.749,28.0,212819.5,85.0,33.0,204281.0,124.5,38.0,281518.5,22.0,27.0,32.0,37.0,42.0
212,DEERFIELD SQUARE,85.0,20.0,111446.5,85.0,25.0,124577.0,93.14200000000001,30.0,139382.0,101.0,35.0,149878.0,134.0,40.0,199134.0,19.0,24.0,29.0,34.0,39.0
213,DELTA RIDGE,91.0,1.0,36000.0,91.0,6.0,159100.5,122.236,11.0,213489.0,124.0,16.0,217287.5,158.0,21.0,274868.0,2.0,7.0,12.0,17.0,22.0
214,DELTA RIDGE TOWNHOMES,79.0,1.0,24000.0,82.0,4.0,132592.5,97.083,9.0,164655.0,98.0,14.0,164209.0,134.0,19.0,222517.0,-0.0,5.0,10.0,15.0,20.0
215,DELTA RIDGE TOWNHOMES,79.0,1.0,24000.0,82.0,4.0,132592.5,97.083,9.0,164655.0,98.0,14.0,164209.0,134.0,19.0,222517.0,void,4.0,9.0,14.0,19.0
216,DELTA RIDGE TOWNHOMES,79.0,1.0,24000.0,82.0,4.0,132592.5,97.083,9.0,164655.0,98.0,14.0,164209.0,134.0,19.0,222517.0,1.0,6.0,11.0,16.0,21.0
217,DEVON,76.5,34.0,132613.0,76.0,39.0,136019.0,110.76899999999999,44.0,194416.0,111.0,49.0,201149.5,143.5,54.0,266685.5,35.0,40.0,45.0,50.0,55.0
218,DIXIE FOREST,119.0,43.0,195781.0,119.0,48.0,195781.0,181.40200000000002,53.0,306570.0,192.0,58.0,314402.0,226.0,63.0,362747.0,45.0,50.0,55.0,60.0,65.0
219,DODD LAND,76.5,46.0,103388.0,76.5,51.0,103388.0,127.9275,56.0,172958.0,void,void,void,170.0,2.0,560080.0,void,void,void,void,void
220,DONAVAN L WARREN,127.0,49.0,313925.0,166.0,1.0,513155.0,212.623,6.0,709604.0,233.0,11.0,793060.0,236.0,16.0,801091.0,void,2.0,7.0,12.0,17.0
221,DOROTHEA COMMONS,111.0,10.0,282781.0,55.0,15.0,282781.0,void,void,void,218.0,1.0,338740.0,280.5,5.0,501009.5,void,void,void,2.0,7.0
222,DR E D BAKER,154.0,60.0,636942.0,134.0,65.0,218750.0,void,void,void,185.0,75.0,754840.0,231.0,80.0,944498.0,void,0.0,5.0,10.0,15.0
223,DREW STOCKET PROPERTY,108.5,30.5,117111.0,117.5,10.5,167432.5,168.975,15.5,251230.0,180.5,20.5,281871.5,266.5,25.5,404677.5,void,3.0,8.0,13.0,18.0
224,DREWRY HILLS,147.0,40.0,340026.5,144.0,45.0,345569.0,192.827,51.0,452591.0,206.0,56.0,519614.0,251.0,61.0,663165.5,40.0,45.0,50.0,55.0,60.0
225,DRIFTWOOD ESTATES,85.0,27.0,185367.0,85.0,32.0,186207.0,121.40549999999999,37.0,269959.0,120.5,42.0,276833.5,144.0,47.0,332160.5,14.0,19.0,24.0,29.0,34.0
226,DUPREE,83.0,49.0,82822.0,83.0,54.0,82822.0,110.65100000000001,59.0,126917.0,127.0,64.0,129701.0,143.0,69.0,153951.0,void,4.0,9.0,14.0,19.0
227,DURALEIGH SQUARE TOWNHOMES,438.0,void,15000.0,void,void,15000.0,109.8255,5.0,171450.0,110.0,10.0,171712.5,150.5,15.0,231277.0,1.0,6.0,11.0,16.0,21.0
228,DYLAN COURT TOWNHOMES,109.0,18.0,125385.0,109.0,23.0,125385.0,141.79950000000002,28.0,165621.5,165.0,33.0,193142.5,215.5,38.0,252091.0,19.0,24.0,29.0,34.0,39.0
229,E E CARTER,81.0,18.0,173747.5,78.0,23.0,173747.5,100.27600000000001,28.0,296673.0,121.5,33.0,295922.5,163.5,38.0,366877.5,29.0,34.0,39.0,44.0,49.0
230,E E CARTER,81.0,18.0,173747.5,78.0,23.0,173747.5,100.27600000000001,28.0,296673.0,121.5,33.0,295922.5,163.5,38.0,366877.5,22.0,27.0,32.0,37.0,42.0
231,E E CARTER,81.0,18.0,173747.5,78.0,23.0,173747.5,100.27600000000001,28.0,296673.0,121.5,33.0,295922.5,163.5,38.0,366877.5,14.0,19.0,24.0,29.0,34.0
232,E R PACE ESTATE,143.0,77.0,208959.0,147.0,82.0,208959.0,220.197,86.0,413161.5,223.0,90.0,441048.0,271.0,97.0,558183.0,89.0,94.0,99.0,104.0,109.0
233,EAGLE POINT,65.0,21.0,136238.0,65.0,26.0,136238.0,94.42299999999999,31.0,185412.0,90.0,36.0,192932.0,101.0,41.0,234364.0,21.0,26.0,31.0,36.0,41.0
234,EAST GLENDOWER PLACE,57.0,80.0,34850.5,57.0,85.0,34850.5,void,90.0,246912.0,130.5,3.0,407309.0,167.0,8.0,521116.0,void,void,1.0,6.0,11.0
235,EASTGATE,75.0,34.0,159422.0,75.0,39.0,158694.0,105.392,44.0,222446.0,125.0,49.0,268462.0,163.0,54.0,351635.0,36.0,41.0,46.0,51.0,56.0
236,EASTWOOD,72.0,41.0,81687.0,72.0,46.0,81572.5,81.68,51.0,93558.0,65.0,56.0,75778.0,106.0,61.0,121051.0,45.0,50.0,55.0,60.0,65.0
237,EBENEZER CHURCH RD TOWNHOMES,65.0,55.0,158249.0,65.0,60.0,158249.0,182.106,2.0,696022.0,140.0,4.5,487460.5,155.5,9.5,545918.5,void,void,3.0,8.0,13.0
238,EDEN CROFT,92.5,23.0,160988.0,93.0,27.0,163016.0,128.47,32.0,250220.5,153.0,37.0,296647.5,182.0,42.0,372449.0,20.0,25.0,30.0,35.0,40.0
239,EDEN FOREST,79.5,36.0,146379.0,79.0,41.0,147997.0,108.7925,46.0,193435.0,101.0,51.0,195070.5,130.0,56.0,254443.0,41.0,46.0,51.0,56.0,61.0
240,EDGEMONT,66.5,29.0,90185.5,106.5,32.0,243456.0,131.5855,39.0,351620.5,128.0,44.0,332622.0,159.0,40.5,433609.5,37.0,42.0,47.0,52.0,57.0
241,EDGEWOOD,155.0,57.0,313015.0,147.0,62.0,318248.0,212.1955,64.5,454882.0,226.0,68.0,536850.5,254.0,73.0,604125.0,52.0,57.0,62.0,67.0,72.0
242,EDITH EDWARDS,79.0,16.0,108543.0,79.0,21.0,108543.0,115.61200000000001,26.0,159545.0,112.5,31.0,155816.0,167.5,36.0,232834.5,17.0,22.0,27.0,32.0,37.0
243,EDMUND ST,92.5,50.0,95414.0,90.5,55.0,95910.0,170.951,60.0,179411.0,200.0,65.0,212118.5,257.5,67.5,398550.0,53.0,58.0,63.0,68.0,73.0
244,EGERTON,79.0,30.0,385745.0,79.0,35.0,385745.0,void,40.0,600888.0,121.0,45.0,610477.0,148.0,50.0,747033.0,void,void,2.0,7.0,12.0
245,EMERALD CHASE,84.5,12.0,173463.0,85.0,17.0,173287.0,116.4365,22.0,234983.5,119.5,27.0,244396.5,152.0,32.0,314964.5,14.0,19.0,24.0,29.0,34.0
246,EMERALD POINT,87.5,6.0,166461.5,88.5,11.0,163912.0,120.71549999999999,16.0,224725.0,126.0,21.0,232907.0,158.0,26.0,289736.5,6.0,11.0,16.0,21.0,26.0
247,ENCLAVE AT INMAN PARK,void,void,515600.0,127.0,4.0,199893.0,160.684,9.0,266985.0,156.0,14.0,255200.0,205.0,19.0,333215.5,1.0,6.0,11.0,16.0,21.0
248,EVERETT & SMITH,170.5,25.0,596675.0,167.0,30.0,602024.5,232.928,35.0,837055.0,222.0,39.0,869531.0,236.5,45.0,932585.0,28.0,33.0,38.0,43.0,48.0
249,FAIRFAX HILLS,82.0,36.0,160797.0,81.0,41.0,161297.0,112.9605,46.0,226090.0,117.0,51.0,243069.0,144.5,56.0,277541.0,40.0,45.0,50.0,55.0,60.0
250,FAIRFAX HILLS PARK,281.0,36.0,194909.0,148.0,41.0,102804.0,void,void,void,181.0,0.0,638051.0,221.0,5.0,747682.0,void,void,void,2.0,7.0
251,FAIRFIELD,118.5,43.0,147677.0,118.5,48.0,147677.0,194.6105,53.0,262172.0,188.0,58.0,254535.0,262.0,63.0,327785.0,46.0,51.0,56.0,61.0,66.0
252,FAIRGROUND PARK,86.5,61.0,100470.5,86.0,61.0,103814.0,194.137,63.0,239068.5,197.0,65.0,286158.0,249.0,62.5,423761.0,82.0,87.0,92.0,97.0,102.0
253,FAIRMONT,96.0,60.0,190682.0,93.0,65.0,195412.0,157.61950000000002,70.0,348560.0,159.5,75.0,351739.0,207.0,80.0,438505.0,74.0,79.0,84.0,89.0,94.0
254,FAIRVIEW ACRES,78.0,45.0,113845.0,77.0,50.0,116460.0,108.76299999999999,55.0,164685.0,111.0,60.0,174953.5,148.0,65.0,229935.0,46.0,51.0,56.0,61.0,66.0
255,FAIRVIEW HILLS,73.0,42.0,114951.0,73.0,47.0,118497.0,95.432,52.0,159856.0,97.0,57.0,165604.5,137.0,62.0,228371.5,55.0,60.0,65.0,70.0,75.0
256,FAIRVIEW PARK,141.0,77.0,227345.0,141.0,82.0,228290.0,222.68099999999998,87.0,401946.5,218.5,92.0,429996.5,269.0,97.0,557609.0,89.0,94.0,99.0,104.0,109.0
257,FAIRWAY NORTH,66.0,19.0,221060.0,66.0,24.0,237721.0,77.945,28.0,242573.0,78.0,34.0,253592.0,85.0,39.0,309551.0,19.0,24.0,29.0,34.0,39.0
258,FAIRWAY RIDGE,93.5,21.0,123717.5,93.5,26.0,123256.5,120.855,31.0,160756.0,144.5,36.0,192077.5,168.0,41.0,218323.5,22.0,27.0,32.0,37.0,42.0
259,FALCON RIDGE,76.0,14.0,90049.0,76.0,19.0,90073.0,91.31200000000001,24.0,107790.0,94.0,29.0,113399.0,119.0,34.0,146222.0,5.0,10.0,15.0,20.0,25.0
260,FALLON OAKS,148.0,14.0,362481.0,139.0,19.0,362481.0,222.886,24.0,616344.0,210.0,29.0,560234.0,228.0,34.0,627383.0,15.0,20.0,25.0,30.0,35.0
261,FALLON PARRISH TOWNHOMES,104.0,23.0,581503.0,57.0,28.0,581503.0,void,void,void,169.0,4.5,394327.0,205.0,9.5,474068.5,void,void,1.0,6.0,11.0
262,FALLS CHURCH,79.0,29.0,142795.0,77.0,34.0,142795.0,105.33,39.0,198049.0,117.0,44.0,211970.0,163.0,49.0,295178.0,31.0,36.0,41.0,46.0,51.0
263,FARRIOR HILLS,83.0,40.0,138294.5,83.0,45.0,139041.0,160.149,50.0,268646.0,176.0,55.0,299269.0,228.0,60.0,404150.0,41.0,46.0,51.0,56.0,61.0
264,FECUND CRESCENT,122.0,47.0,217966.0,122.0,52.0,217966.0,void,void,void,void,void,void,void,void,void,void,void,void,4.0,9.0
265,FERRELL,124.0,20.0,412210.0,124.0,25.0,428815.0,201.412,31.0,673547.0,210.0,35.5,722397.5,243.0,41.0,776917.5,26.0,31.0,36.0,41.0,46.0
266,FIELDSTREAM FARM,98.0,18.0,155100.0,97.0,23.0,157698.0,147.643,28.0,245711.0,152.0,33.0,254259.0,185.0,38.0,316334.0,19.0,24.0,29.0,34.0,39.0
267,FINCHER,161.5,51.5,220428.0,154.0,1.0,82000.0,void,void,void,void,void,void,211.0,16.0,898782.0,void,2.0,7.0,12.0,17.0
268,FISCHER HEIGHTS,47.0,50.0,50790.0,43.0,55.0,50710.5,67.937,62.0,85743.0,69.0,65.0,84475.0,92.0,70.0,111092.5,80.0,85.0,90.0,95.0,100.0
269,FIVE POINTS VILLAGE,102.5,66.5,172604.0,144.0,1.0,374112.0,195.219,6.0,499920.0,206.0,11.0,528778.0,237.5,16.0,616315.0,void,3.0,8.0,13.0,18.0
270,FLOYD & NAOMI HAGAN,79.0,2.0,148849.5,80.5,6.5,172995.5,99.662,11.5,216568.0,100.5,16.5,218066.0,131.5,21.5,286651.0,2.0,7.0,12.0,17.0,22.0
271,FLYTHE HILLS,10.0,61.0,31146.0,157.5,3.0,712922.0,void,1.0,630800.0,161.0,55.0,252984.0,240.0,67.0,376005.0,1.0,6.0,11.0,16.0,21.0
272,FOREST HILLS,117.0,55.0,180361.5,116.0,59.0,181152.0,195.0385,63.0,316292.0,197.5,69.0,368212.0,244.0,73.0,483915.0,62.0,67.0,72.0,77.0,82.0
273,FOREST RIDGE,62.0,28.0,137231.0,62.0,33.0,137231.0,79.98349999999999,38.0,173957.0,83.0,43.0,187022.0,120.0,48.0,268128.0,29.0,34.0,39.0,44.0,49.0
274,FORTY ACRES,127.0,48.0,286015.0,128.0,52.0,302877.0,201.902,58.0,593963.0,216.0,62.0,611377.5,265.0,68.0,697329.0,55.0,60.0,65.0,70.0,75.0
275,FOUR ACRES,123.5,50.5,245142.0,126.0,55.5,247662.0,227.09900000000002,61.0,546689.0,230.5,66.0,636897.5,263.0,71.0,679945.0,50.0,55.0,60.0,65.0,70.0
276,FOX RUN,75.0,27.0,159073.0,75.0,32.0,158764.0,99.125,37.0,212850.0,99.0,42.0,214473.0,135.0,47.0,291846.0,28.0,33.0,38.0,43.0,48.0
277,FREDERIKSEN AND FISCHBACH,124.0,20.0,389886.0,89.5,15.0,256846.0,void,20.0,553441.5,139.0,15.0,626561.0,168.0,20.0,720807.0,1.0,6.0,11.0,16.0,21.0
278,FULLER HEIGHTS,68.5,48.0,62647.0,67.0,53.0,62780.0,81.102,58.0,77324.5,93.5,63.0,92495.0,173.0,68.0,166277.0,65.0,70.0,75.0,80.0,85.0
279,G W MASSENGILL,107.0,51.0,109772.0,71.0,56.0,109772.0,112.92200000000001,61.0,166062.0,111.0,66.0,151786.0,154.0,71.0,234880.0,15.0,20.0,25.0,30.0,35.0
280,G W WESTER,74.0,35.0,119067.0,74.0,40.0,119067.0,89.0925,45.0,148485.0,86.5,50.0,142121.0,109.0,55.0,184054.0,33.0,38.0,43.0,48.0,53.0
281,GADLAND COURT TOWNHOMES,85.0,14.0,104781.0,85.0,19.0,104781.0,91.594,24.0,113210.0,101.0,29.0,124492.0,136.0,34.0,168599.0,11.0,16.0,21.0,26.0,31.0
282,GARDNER PLACE,123.5,15.0,258787.5,123.5,20.0,258787.5,196.8875,25.0,413657.5,188.5,30.0,397800.0,227.5,35.0,486594.5,5.0,10.0,15.0,20.0,25.0
